sum_cleanup_funding,Cleanup Completion Date,avg_acres_cleaned,avg_acres_grn_created,ACRES Property ID,2010 # Below Poverty,2010 # Low Income,2010 # Unemployed,2010 # Vacant Housing,2010 % Below Poverty,2010 % Low Income,2010 % Unemployed,2010 % Vacant Housing,2010 Median Income,Cntmnt Clnd Up-Arsenic,Cntmnt Clnd Up-Asbestos,Cntmnt Clnd Up-Cadmium,Cntmnt Clnd Up-Chromium,Cntmnt Clnd Up-Copper,Cntmnt Clnd Up-Ctrl Sbstncs,Cntmnt Clnd Up-Iron,Cntmnt Clnd Up-Lead,Cntmnt Clnd Up-Mercury,Cntmnt Clnd Up-Nickel,Cntmnt Clnd Up-None,Cntmnt Clnd Up-Other,Cntmnt Clnd Up-Other (Descr),Cntmnt Clnd Up-Other Metals,Cntmnt Clnd Up-PAHs,Cntmnt Clnd Up-PCBs,Cntmnt Clnd Up-Pesticides,Cntmnt Clnd Up-Petroleum,Cntmnt Clnd Up-SVOCs,Cntmnt Clnd Up-Selenium,Cntmnt Clnd Up-Unknown,Cntmnt Clnd Up-VOCs,Cntmnt Fnd-Arsenic,Cntmnt Fnd-Asbestos,Cntmnt Fnd-Cadmium,Cntmnt Fnd-Chromium,Cntmnt Fnd-Copper,Cntmnt Fnd-Ctrl Sbstncs,Cntmnt Fnd-Iron,Cntmnt Fnd-Lead,Cntmnt Fnd-Mercury,Cntmnt Fnd-Nickel,Cntmnt Fnd-None,Cntmnt Fnd-Other,Cntmnt Fnd-Other Metals,Cntmnt Fnd-PAHs,Cntmnt Fnd-PCBs,Cntmnt Fnd-Pesticides,Cntmnt Fnd-Petroleum,Cntmnt Fnd-SVOCs,Cntmnt Fnd-Selenium,Cntmnt Fnd-Unknown,Cntmnt Fnd-VOCs,Did Ownership Change,EPA Region,IC Catgry-Enfrcmnt/Prmt Tools,IC Catgry-Govmntal Ctrls,IC Catgry-Informational Dev,IC Catgry-Proprietary Ctrls,ICs in Place?,Institutional Ctrl (ICs) Req?,Media Affected-Air,Media Affected-Bldg Materials,Media Affected-Drnking Water,Media Affected-Ground Water,Media Affected-Indoor Air,Media Affected-Sediments,Media Affected-Soil,Media Affected-Surface Water,Media Affected-Unknown,Media Clnd Up-Air,Media Clnd Up-Bldg Materials,Media Clnd Up-Drnking Water,Media Clnd Up-Ground Water,Media Clnd Up-Indoor Air,Media Clnd Up-Sediments,Media Clnd Up-Soil,Media Clnd Up-Surface Water,Media Clnd Up-Unknown,Other Media Ind,Ownership Entity,Past Use: Commercial (arces),Past Use: Greenspace (arces),Past Use: Industrial (arces),Past Use: Multistory (arces),Past Use: Residential (arces),Photographs are available,Property Size,Radius,Ready For Reuse Ind,SFLLP fact into the ownership
261169,05/15/2013,4.7,,137450,0,0,0,0,0,0,0,0,34,,Y,,,,,,,,,,,,,,Y,Y,Y,,,,,Y,Y,,,,,,,,,,,Y,,Y,Y,Y,,,,Y,,4,,,Y,Y,Y,Y,Y,Y,,Y,Y,,Y,,,,Y,,,Y,,Y,,,,Private,,,27,,,Y,27,0.5,Y,
240000,06/15/2015,0.24,,137501,18,50,8,46,14.06,39.06,6.25,47.51,969,,Y,,,,,,Y,,,,Y,Universal Wastes,,,,,Y,,,,,,Y,,,,,,Y,,,,Y,,,,,Y,,,,,N,1,,,Y,,N,Y,Y,Y,,Y,,,Y,,,Y,Y,,,,,Y,,,,Government,,,0.24,,,Y,0.24,0.5,N,
7802,09/07/2013,5.04,,137762,62,89,2,126,13.39,19.22,0.43,28.87,12431,Y,,Y,,,,,Y,Y,,,Y,Arsenic & Mercury,Y,,,,Y,Y,Y,,Y,Y,,Y,,,,,Y,Y,,,Y,Y,Y,,,Y,Y,Y,,Y,Y,6,,,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,,1.26,3.78,,,Y,5.04,0.5,Y,N
75000,12/19/2011,0.13,,137801,1567,2693,342,335,32.18,55.3,7.02,14.44,5084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,5,,,,,,N,,,,Y,,,Y,,,,,,,,,,,,,Private,0.13,,,,,Y,0.13,0.5,Y,Y
698000,12/15/2014,4.5,,138501,38,91,16,12,9.64,23.1,4.06,8.4,1716,Y,,,,,,,Y,,,,,,Y,,,Y,,,,,,Y,,,,,,,Y,,,,,Y,,,Y,,,,,,N,3,,,Y,Y,N,Y,,,,,,,Y,,,,,,,,,Y,,,,Private,,,,,,Y,4.5,0.5,N,
240000,07/31/2015,0.98,,138802,251,645,73,29,12.71,32.66,3.7,3.67,2901,,Y,,Y,,,,Y,,,,,,Y,Y,,,Y,,,,,,Y,,Y,,,,,,,,,Y,Y,,,Y,,,,,N,1,Y,Y,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,,,0.98,,,Y,0.98,0.5,Y,
1000,04/18/2014,0.17,,139302,999,2035,309,1026,21.75,44.31,6.73,34.3,5772,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,7,,,,,N,U,,,,,,,Y,,,,,,,,,Y,,,,Government,0.17,,,,,Y,0.17,0.5,N,N
400000,04/30/2014,4.6,,139481,281,1062,143,209,10.23,38.67,5.21,15.12,7378,Y,,,,,,,Y,,,,Y,naphthalene,Y,Y,,,,,,,,Y,,,,,,,Y,,,,Y,Y,Y,,,,,,,,N,5,,,Y,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,Private,,,,,,Y,4.6,0.5,Y,
5372,12/04/2012,0.53,,139802,307,687,105,100,11.92,26.67,4.08,7.36,6806,,,,,,,,,,,,Y,UST,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,N,8,,,,,N,N,,,,,,,,,,,,,,,,,,,Y,Private,0.53,,,,,Y,0.53,0.5,Y,
50000,02/01/2013,0.1,,139923,1636,3177,320,737,33.2,64.48,6.49,23.3,9485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,3,,,,,N,N,,,,,,,Y,,,,,,,,,,,,,Private,0.1,,,,,Y,0.1,0.5,Y,N
17699,09/15/2012,1,,140268,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,,Y,,,,Y,N,1,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,,,1,,,Y,1,0.5,Y,
800000,04/12/2010,1.55,,140462,2483,4176,479,175,40.43,67.99,7.8,8.35,4216,,,,,,,,Y,,,,,,Y,,,,Y,,,,Y,,,,,,,,Y,,,,,Y,,,,Y,,,,Y,N,9,Y,,,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,,,,,,Y,1.55,0.5,Y,
4773,07/01/2013,0.82,,140741,176,287,13,88,25,40.77,1.85,20.66,14892,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,1,,,,,,N,,Y,,,,,,,,,Y,,,,,,,,,Private,,,,,,Y,0.82,0.5,Y,
400000,09/30/2013,5,,141501,747,1143,204,279,36.14,55.3,9.87,27.02,3135,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,Y,,,,,Y,Y,,,Y,,,,,Y,5,,,,,N,N,,,,Y,,,Y,,,,,,,,,Y,,,,Private,,,5,,,Y,5,0.5,Y,Y
487145,10/20/2016,1.76,,141841,3597,5765,889,632,32.84,52.64,8.12,12.02,7436,,Y,,,,,,Y,,,,,,,Y,,,Y,,,,,,Y,,,,,,Y,,,,,,Y,,,Y,,,,,N,1,,,,,N,N,,Y,,,,,Y,,,,Y,,,,,Y,,,,Private,,,1.76,,,Y,1.76,0.5,Y,
12150,02/29/2012,0.4,,141863,86,270,6,74,8.93,28.04,0.62,15.31,6945,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,,,,,N,N,Y,,,,,,,,,Y,,,,,,,,,,Government,0.4,,,,,Y,0.4,0.5,Y,
3725,04/25/2012,0.1,,142161,165,377,12,34,16.27,37.18,1.18,7.56,5633,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,,,,,N,N,Y,,,,,,,,,Y,,,,,,,,,,Government,0.1,,,,,Y,0.1,0.5,Y,
42880,12/27/2012,1,,142202,,,,,,,,,,,Y,,,,,,,Y,,,Y,electronic waste,Y,,Y,,,,,,,,Y,,,,,,,Y,,,Y,Y,,Y,,,,,,,N,8,,,,,N,N,Y,Y,,,Y,,,,,Y,Y,,,Y,,,,,,Government,1,3,,,,Y,1.2,0.5,Y,
240000,02/11/2016,0.88,,142701,374,965,51,55,14.74,38.04,2.01,4.2,8225,Y,Y,,,,,,Y,,,,,,Y,,,,,,,,,Y,Y,,,,,,Y,,,,,Y,,,,,,,,,,1,,,,Y,Y,Y,,Y,,,,,Y,,,,Y,,,,,Y,,,,Government,,,,,,,0.88,0.5,Y,
303697,06/10/2016,0.44,,143003,1810,5027,795,241,11.03,30.63,4.84,3.3,11935,Y,,,,,,,Y,,,,,,Y,,Y,,,,,,Y,Y,,,,,,,Y,,,,,Y,,Y,,,,,,Y,N,1,,,Y,,N,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Government,,,0.44,,,Y,0.44,0.5,N,
1985,04/04/2011,0.25,,143501,265,649,102,61,15.48,37.91,5.96,7.36,6685,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,7,,,,,,N,,,,,,,,,,,,,,,,,,,Y,Government,0.25,,,,,Y,0.25,0.5,Y,Y
80000,08/13/2014,1,,143841,1894,2665,386,61,32.97,46.39,6.72,2.72,3153,Y,,,Y,,,,,,,,,,Y,,Y,,Y,,,,,Y,,,Y,,,,Y,,,,,Y,,Y,,Y,,,,,Y,5,,,,,,N,,,,Y,,,Y,,,,,,,,,Y,,,,Private,1,,,,,N,1,0.5,Y,N
200000,10/17/2017,1.23,,144341,549,1022,215,106,20.55,38.26,8.05,10.83,2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,,,Y,,Y,Y,,,,,,,Y,,,,,,,,,,,,,Government,,,,,,Y,1.23,0.5,Y,
800,04/20/2012,0.21,,144451,43,184,22,109,8.05,34.46,4.12,30.57,2307,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,5,,,,,,N,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,Y,0.21,0.5,Y,
800,04/20/2012,0.2,,144457,43,184,22,109,8.05,34.46,4.12,30.57,2307,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,5,,,,,,N,,,,,,,,,,,,,,,,,,,,Private,0.2,,,,,Y,0.2,0.5,Y,N
2243,12/07/2011,0.42,,145361,6,9,1,1,54.55,81.82,9.09,19.91,85,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,N,6,,,Y,,Y,Y,,Y,,,,,,,,,Y,,,,,,,,,Government,,,8.27,,,Y,8.27,0.5,Y,
338967,12/05/2016,0.35,,145527,1547,3777,348,380,23.49,57.35,5.28,10.79,4217,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,Y,Y,,,,,,,,N,1,,,Y,Y,N,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,0.34,,,Y,0.35,0.5,N,
250000,10/05/2012,1.16,,146142,5087,8765,1713,840,30.98,53.38,10.43,13.4,13201,,Y,,,,,,Y,,,,,,Y,Y,,,Y,,,,,,Y,,,,,,Y,,,,,Y,Y,,,Y,,,,,N,1,,,,,N,N,,,,Y,,,Y,,,,,,,,,Y,,,,Private,1.16,,,,,Y,1.16,0.5,Y,
15000,08/19/2011,0.01,,146841,721,1310,154,191,26.72,48.55,5.71,16.6,5439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,4,,,,,N,N,,,,Y,,,Y,,,,,,,,,Y,,,,Government,0.26,,,,,Y,0.26,0.5,Y,Y
188600,09/15/2015,1,,147428,,,,,,,,,,,Y,,,,,,Y,,,,Y,mold,,,,,,,,,,,Y,,,,,,Y,,,,Y,,,,,,,,,,N,8,,,,,,N,Y,Y,,,Y,,Y,,,Y,Y,,,Y,,Y,,,,Government,0.25,0.75,,,,Y,1,0.5,Y,
40250,05/01/2014,4.75,,148021,164,626,88,129,13.15,50.2,7.06,21.41,8591,,Y,,,,,,Y,,,,,,,,Y,,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,,N,9,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,,4.75,,,,,4.75,0.5,Y,
195698,11/01/2017,0.25,,148302,4337,7925,812,984,33.01,60.32,6.18,16.44,11094,,Y,,,,,,Y,,,,,,,Y,Y,,Y,,,,,,Y,,,,,,Y,,,,,,Y,Y,,Y,,,,,N,1,,,Y,,Y,Y,,Y,,,,,Y,,,,Y,,,,,Y,,,,Private,0.25,,,,,Y,0.25,0.5,Y,
28000,08/29/2013,0.66,,149141,362,736,97,145,23.93,48.65,6.41,18.4,6824,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,9,,,,,N,N,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,0.66,,,,,Y,0.66,0.5,Y,Y
5301,06/21/2010,1,,150183,6,10,3,5,33.33,55.56,16.67,41.64,252,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,Y,,,,,,,Y,,Y,,,,,N,9,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Government,1,18.6,,,9,Y,29.06,0.5,Y,
1,02/28/2017,2.5,,150541,4,12,3,6,7.02,21.05,5.26,20.44,730,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,,,,,Y,Y,,,Y,Y,2,,,,,,N,,,,Y,,,Y,,,,,,,,,Y,,,,Private,2.5,,,,,,2.5,0.5,Y,Y
75000,09/30/2008,0.1,,150922,6092,9129,977,905,47.13,70.62,7.56,16.64,8205,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,3,,,,,N,N,,,,,,,,,,,,,,,,Y,,,,Private,,,,,,,0.1,0.5,Y,
150000,12/12/2006,1,,150943,222,507,62,156,24.56,56.08,6.86,27.65,1254,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,N,3,,,,,N,N,,,,,,,,,,,,,,,,,,,Y,Government,,,,,,,1,0.5,Y,
503466,07/01/2015,8.19,,151643,384,1443,98,165,12.22,45.91,3.12,11.54,4230,Y,Y,Y,Y,Y,,,Y,,,,,,Y,Y,,,Y,,,,Y,Y,Y,Y,Y,Y,,,Y,,,,,Y,Y,,,Y,,,,Y,N,3,,,,Y,Y,Y,,Y,,Y,,,Y,,,,Y,,,,,Y,,,,Government,,,5.5,,2.69,Y,8.19,0.5,Y,
69250,01/30/2013,0.62,,151921,209,425,37,33,36.99,75.22,6.55,14.47,2189,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,4,,,,,N,N,Y,Y,,,Y,,,,,Y,Y,,,Y,,,,,,Government,0.62,,,,,Y,0.62,0.5,Y,
68436,02/26/2010,1.1,,152361,3316,4635,570,205,42.32,59.15,7.27,5.56,6345,,,,,,,,Y,,,,,,Y,Y,,,,,,,Y,,,,,,,,Y,,,,,Y,Y,,,,,,,Y,N,1,,,Y,,Y,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Private,,,1.1,,,N,1.1,0.5,Y,
100000,06/30/2007,50,,152804,1578,2341,300,216,45.03,66.81,8.56,13.41,7011,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,N,3,,,,,N,N,,,,,,,,,,,,,,,,Y,,,,Private,,,,,,,50,0.5,Y,
48039,01/23/2015,0.32,,153021,1269,2294,289,197,28.11,50.81,6.4,8.28,7592,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,Y,,,,,N,1,,,Y,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,Private,,,0.32,,,Y,0.32,0.5,Y,
240000,04/10/2014,3.93,,153263,394,575,106,136,11.27,16.44,3.03,11.33,7936,,,,,,,,Y,,,,,,,Y,,,,,,,Y,,,,,,,,Y,,,,,,Y,,,,,,,Y,N,5,,,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,3.93,,,,,Y,3.93,0.5,Y,
60000,01/01/2014,0.95,,153321,384,722,120,116,20.71,38.94,6.47,15.1,8116,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,Y,Y,,,,,,,,Y,5,,,,,,N,Y,,,Y,,,Y,,,,,,,,,,,,,Private,0.95,,,,,Y,0.95,0.5,Y,N
65000,06/26/2012,2.24,,153801,372,1168,10,120,9.09,28.54,0.24,5.96,9413,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,8,,,,,,N,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,2.24,0.5,Y,
200000,08/31/2018,11.75,,154061,834,2046,187,60,17.79,43.63,3.99,3.26,7698,,,,,,,,,,,,Y,methane,,Y,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,Y,10,,Y,,,Y,Y,Y,,,,,,Y,Y,,Y,,,,,,Y,Y,,,Private,,,13.75,,,Y,13.75,0.5,Y,Y
20000,08/30/2006,0.15,,154183,638,1122,158,18,14.1,24.8,3.49,0.97,3256,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,1,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Government,4,,,,,Y,4,0.5,Y,Y
1000000,11/12/2012,2.09,,154303,460,718,87,238,48.88,76.3,9.25,40.61,5384,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,Y,,,,,,,,Y,5,,,,,N,N,Y,,,,,,Y,,,Y,,,,,,,,,,Government,2.09,,,,,Y,2.09,0.5,Y,Y
51000,10/23/2012,10,,154543,17,67,2,2,9.44,37.22,1.11,2.99,1021,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,N,6,,,Y,,,Y,,Y,,,,,,,,,Y,,,,,,,,,Government,,,,,,Y,10,0.5,N,
132000,09/20/2013,0.1,,155021,566,847,116,138,24.62,36.84,5.05,10.27,13828,Y,Y,Y,Y,Y,,,Y,,Y,,,,Y,Y,,,,,,,,Y,Y,Y,Y,Y,,,Y,,Y,,,Y,Y,,,Y,Y,,,Y,N,5,,,,,,N,,Y,,Y,,,Y,,,,Y,,,,,Y,,,,Private,0.97,,,,,N,0.97,0.5,Y,
250000,02/01/2012,0.06,,155361,472,864,90,121,27.98,51.22,5.33,15.32,2630,,Y,,,,,,,,,,,,,Y,,,Y,,,,Y,,Y,,,,,,,,,,,,Y,,,Y,,,,Y,N,5,,,,Y,N,Y,,,,,,,Y,,,,,,,,,Y,,,,Private,,,53.93,,,Y,53.93,0.5,N,
459787,04/11/2016,1,,155501,1676,3332,564,697,21.41,42.56,7.2,15.75,7876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,9,,Y,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,Government,,,1,,,Y,1,0.5,Y,
60800,09/23/2013,1,,155765,0,1,0,0,0,33.33,0,0,19,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,,,,,,N,,Y,,,Y,,Y,,,,Y,,,Y,,,,,,Government,,,,,1,Y,1,0.5,Y,
750000,08/05/2019,2.2,,155784,468,618,37,4,46.2,61.01,3.65,1.57,37364,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,Y,,,Y,,,,,N,8,,,,,,N,,Y,,Y,,,Y,,,,Y,,,,,Y,,,,Private,,,3.2,,,,3.2,0.5,Y,
99747,05/09/2013,0.34,,156079,558,1357,190,303,17.8,43.3,6.06,18.52,5762,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,Y,Y,,Y,,,Y,,,,,Y,Y,,Y,N,3,,,,,,U,,Y,,Y,,,Y,,,,,,,,,,,,,Private,0.34,,,,,Y,0.34,0.5,N,
1000000,12/15/2015,4,,156362,1401,2678,274,427,26.03,49.75,5.09,15.43,5015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,N,4,,,Y,,,N,,,,,,,Y,,,,,,,,,,,,,Private,,,,,,Y,7.6,0.5,Y,
17800,01/27/2012,5.6,,156761,1112,2300,456,358,22.71,46.98,9.31,16.35,5829,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,3,,,,,,N,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,2.6,,,,3,Y,5.6,0.5,Y,
3499,04/30/2013,0.33,,156962,150,407,31,59,18.14,49.21,3.75,12.95,1023,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,1,,,,Y,Y,Y,Y,,,Y,,,Y,,,Y,,,,,,,,,,Private,0.33,,,,,Y,0.33,0.5,Y,N
152261,09/01/2017,0.3,,157603,265,546,50,53,24.11,49.68,4.55,11.59,4251,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,Y,Y,Y,,,Y,,,,,,5,,,,,N,U,Y,,,Y,,,Y,,,Y,,,,,,,,,,Government,,,0.22,,,,0.22,0.5,Y,
10000,09/16/2011,0.25,,158276,191,292,52,87,34.92,53.38,9.51,33.99,2155,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,5,,,,,,U,,,,,,,Y,,,,,,,,,Y,,,,Government,14,,,,,Y,14,0.5,N,
45000,11/19/2018,4.2,,158541,44,110,12,17,9.3,23.26,2.54,8.21,730,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,Y,Y,Y,,,,,,,Y,1,,,Y,,N,Y,,,,,,,Y,,,,,,,,,,,,,Government,,,4.2,,,Y,4.2,0.5,N,Y
240000,03/31/2013,18,,159184,2793,4073,430,267,43.77,63.83,6.74,10.12,9052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,3,,,Y,,N,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Government,,,,,,,18,0.5,N,
36251,06/09/2020,1.6,,159342,2,5,1,4,16.67,41.67,8.33,50.17,58,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,Y,Y,,,Y,,,,,,1,,,,,,U,,Y,,,,,Y,,,,,,,,,,,,,Private,1.6,,,,,,1.6,0.5,N,
5000,08/20/2012,2,,159785,41,286,39,34,3.83,26.7,3.64,8.83,7953,,,,,,,,,,,,Y,mold,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,N,10,,,,,N,N,Y,,,,,,Y,,,Y,,,,,,,,,,Government,,2,,,1,Y,3,0.5,Y,
737834,11/15/2012,2.4,,160081,1012,2017,282,119,25.58,50.99,7.13,7.7,6323,,Y,,,,,,,,,,,,,Y,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,Y,Y,,Y,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Private,1,,3.5,,0.84,Y,5.34,0.5,Y,
922696,10/04/2018,6.65,,160881,766,1263,241,71,32.04,52.82,10.08,8.34,3682,,Y,,Y,,,,,,,,,,Y,Y,,,,Y,,,,,Y,,Y,,,,,,,,,Y,Y,,,,Y,,,,N,4,,,Y,Y,Y,Y,,Y,,Y,,,Y,,,,Y,,,,,Y,,,,Government,,,6.65,,,Y,6.65,0.5,Y,
30000,09/30/2013,2,,161424,266,376,39,33,43.82,61.94,6.43,17.19,5850,,Y,,,,,,Y,,,,,,,,Y,,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,,N,8,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,1,,,,,N,1,0.5,Y,
240000,04/30/2014,6,,161881,362,506,170,103,42.79,59.81,20.09,18.65,3161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,N,10,,Y,Y,,Y,Y,,,,,,,Y,,,,,,,,,,,,,Government,,6,,,,N,6,0.5,Y,
25430,05/30/2012,16,,162082,4,6,1,31,8.16,12.24,2.04,62.25,1167,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,Y,3,,,,,N,N,,Y,,,,,Y,,,,Y,,,,,Y,,,,Government,16,,,,,N,16,0.5,Y,Y
2200,01/31/2014,0.33,,162684,1776,3149,400,129,35.42,62.8,7.98,7.12,7090,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,10,,,,,N,N,,,,,,,,,,,,,,,,,,,Y,Private,0.33,,,,,Y,0.33,0.5,Y,
240000,03/14/2013,0.4,,163181,914,1686,334,551,24.73,45.62,9.04,25.17,3396,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,N,5,,,Y,,N,Y,Y,,,Y,,,Y,,,Y,,,Y,,,Y,,,,Government,0.4,,,,,Y,0.4,0.5,N,
25583,11/17/2016,0.96,,163644,327,927,93,62,11.12,31.52,3.16,3.99,3788,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,7,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Private,0.96,,,,,Y,0.96,0.5,Y,N
240000,03/19/2018,2.9,,163981,317,1049,220,125,15.76,52.16,10.94,12.08,4669,,,,,,,,Y,,,,Y,dioxin,Y,Y,,,,,,,Y,,,,,,,,Y,,,,Y,Y,Y,,,,,,,Y,N,1,,,Y,,Y,Y,,,,Y,,,Y,Y,,,,,Y,,,Y,Y,,,Private,,,2.9,,,Y,2.9,0.5,Y,
373000,05/14/2014,8.7,,164449,1189,1908,158,144,37.4,60.02,4.97,12.3,8626,,,,,,,,Y,,,,Y,Arsenic,,Y,,,Y,,,,,Y,,,,,,,Y,,,,Y,,Y,,,Y,,,,,N,5,,,,,,N,,,,,,,Y,,,,,,,,,Y,,,,Government,,,8.7,,,Y,8.7,0.5,Y,
200000,12/05/2017,0.64,,164689,2437,4559,574,594,32.01,59.88,7.54,18.46,8737,Y,Y,,,,,,Y,,,,,,Y,Y,Y,,,,,,,Y,Y,,,,,,Y,,,,,Y,Y,Y,,,,,,,Y,1,,,Y,,Y,Y,,Y,,,,,Y,,,,,,,,,Y,,,,Private,,,0.64,,,Y,0.64,0.5,Y,Y
15000,03/31/2016,2,,164862,175,417,42,34,32.35,77.08,7.76,17.23,719,,Y,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,Y,,Y,,Y,Y,Y,,,Y,Y,10,,,,,,N,,,,Y,,,Y,,,,Y,,,,,Y,,,,Government,2,,,,,Y,2,0.5,Y,Y
200000,12/04/2017,1.1,,165021,194,648,194,44,9.35,31.24,9.35,4.63,3625,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,N,4,,,,,N,N,,Y,,Y,,,Y,,,,,,,,,Y,,,,Private,1.1,,,,,Y,1.1,0.5,Y,
